RefseqID	Contig	TreeRepresentative	ProteinID	Taxid	Protein	PADLOC_HMM	Start	End	Strand	Name	Strain	AssemblyStatus	Group name	Domain/Realm name	Kingdom name	Phylum name	Class name	Order name	Family name	Genus name	Species name	representative_genome	Cluster	plasmid_score	virus_score	GEI
GCF_020514495.1	NZ_JAJAIZ010000003.1	WP_020219138.1	WP_001586616.1	562	DruE3	DruE3_00003	26404	32718	+	Escherichia coli	strain=21-MO00795	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_020514495.1	NZ_JAJAIZ010000003.1	WP_133301053.1	WP_001586615.1	562	DruH3	DruH3_00004	23045	26404	+	Escherichia coli	strain=21-MO00795	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_020515055.1	NZ_JAJAIV010000001.1	WP_017694607.1	WP_196550630.1	573	DruE3	DruE3_00003	2436793	2443119	+	Klebsiella pneumoniae	strain=KU-C1985	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	11	NA	NA	NA
GCF_020515055.1	NZ_JAJAIV010000001.1	WP_123193195.1	WP_226329466.1	573	DruH3	DruH3_00004	2433434	2436793	+	Klebsiella pneumoniae	strain=KU-C1985	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	11	NA	NA	NA
GCF_020515095.1	NZ_JAJAIU010000008.1	WP_017694607.1	WP_196550630.1	573	DruE3	DruE3_00003	56616	62942	-	Klebsiella pneumoniae	strain=KU-C2689	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	11	NA	NA	NA
GCF_020515095.1	NZ_JAJAIU010000008.1	WP_123193195.1	WP_226329466.1	573	DruH3	DruH3_00004	62942	66301	-	Klebsiella pneumoniae	strain=KU-C2689	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	11	NA	NA	NA
GCF_020515175.1	NZ_JAJAJL010000003.1	WP_020219138.1	WP_001586616.1	562	DruE3	DruE3_00003	14110	20424	+	Escherichia coli	strain=21-MO00807	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_020515175.1	NZ_JAJAJL010000003.1	WP_133301053.1	WP_001586615.1	562	DruH3	DruH3_00004	10751	14110	+	Escherichia coli	strain=21-MO00807	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	11	NA	NA	NA
GCF_020515375.1	NZ_JAJAJA010000004.1	WP_001513100.1	WP_063625629.1	562	DruH3	DruH3_00012	95830	99120	+	Escherichia coli	strain=21-MO00796	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020515375.1	NZ_JAJAJA010000004.1	WP_021581293.1	WP_139552198.1	562	DruE3	DruE3_00003	99133	105477	+	Escherichia coli	strain=21-MO00796	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020525565.1	NZ_CP084777.1	WP_047667323.1	WP_136084723.1	1463165	DruH3	DruH3_00012	4640695	4643994	-	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=CIP110288	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	NA	2	NA	NA	NA
GCF_020525565.1	NZ_CP084777.1	WP_136084722.1	WP_136084722.1	1463165	DruE3	DruE3_00003	4634362	4640682	-	Klebsiella quasipneumoniae subsp. similipneumoniae	strain=CIP110288	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	NA	2	NA	NA	NA
GCF_020526005.1	NZ_CP084852.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	4717300	4720587	+	Klebsiella pneumoniae	strain=SB2390	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020526005.1	NZ_CP084852.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	4720600	4726920	+	Klebsiella pneumoniae	strain=SB2390	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020526025.1	NZ_CP084871.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	4734427	4737714	+	Klebsiella pneumoniae	strain=04A025	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020526025.1	NZ_CP084871.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	4737727	4744047	+	Klebsiella pneumoniae	strain=04A025	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020541005.1	NZ_CP085069.1	WP_001472886.1	WP_021548607.1	562	DruH3	DruH3_00012	4234019	4237309	-	Escherichia coli	strain=P27_L1_05.20	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020541005.1	NZ_CP085069.1	WP_001472887.1	WP_021548608.1	562	DruE3	DruE3_00003	4227662	4234006	-	Escherichia coli	strain=P27_L1_05.20	Complete Genome	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020552775.1	NZ_JAJCTZ010000001.1	WP_023293393.1	WP_227113935.1	1812935	DruE3	DruE3_00003	4230345	4236665	+	Enterobacter roggenkampii	strain=ECl_2.VN	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	NA	2	NA	NA	NA
GCF_020552775.1	NZ_JAJCTZ010000001.1	WP_206197082.1	WP_154827258.1	1812935	DruH3	DruH3_00012	4227046	4230342	+	Enterobacter roggenkampii	strain=ECl_2.VN	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	NA	2	NA	NA	NA
GCF_020564915.1	NZ_JAJBZO010000001.1	WP_001513100.1	WP_124061968.1	562	DruH3	DruH3_00012	3985557	3988847	-	Escherichia coli	strain=P36-8	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020564915.1	NZ_JAJBZO010000001.1	WP_085452768.1	WP_085452768.1	562	DruE3	DruE3_00003	3979200	3985544	-	Escherichia coli	strain=P36-8	Contig	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	NA	2	NA	NA	NA
GCF_020576535.1	NZ_JAGKXE010000045.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	12397	15684	+	Klebsiella pneumoniae	strain=Kp_HUCA_8	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576535.1	NZ_JAGKXE010000045.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	15697	22017	+	Klebsiella pneumoniae	strain=Kp_HUCA_8	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576585.1	NZ_JAGKXG010000145.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	32864	36151	-	Klebsiella pneumoniae	strain=Kp_HUCA_6	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576585.1	NZ_JAGKXG010000145.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	26531	32851	-	Klebsiella pneumoniae	strain=Kp_HUCA_6	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576615.1	NZ_JAGKXI010000086.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	145744	149031	-	Klebsiella pneumoniae	strain=Kp_HUCA_4	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576615.1	NZ_JAGKXI010000086.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	139411	145731	-	Klebsiella pneumoniae	strain=Kp_HUCA_4	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576635.1	NZ_JAGKXK010000061.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	12394	15681	+	Klebsiella pneumoniae	strain=Kp_HUCA_2	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576635.1	NZ_JAGKXK010000061.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	15694	22014	+	Klebsiella pneumoniae	strain=Kp_HUCA_2	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576715.1	NZ_JAGKXL010000140.1	WP_004178409.1	WP_229302988.1	573	DruH3	DruH3_00012	41620	44907	+	Klebsiella pneumoniae	strain=Kp_HUCA_1	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576715.1	NZ_JAGKXL010000140.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44920	51240	+	Klebsiella pneumoniae	strain=Kp_HUCA_1	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576735.1	NZ_JAGKXM010000164.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	200559	203846	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_95	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576735.1	NZ_JAGKXM010000164.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	194226	200546	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_95	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576775.1	NZ_JAGKXN010000088.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	200543	203830	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_94	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576775.1	NZ_JAGKXN010000088.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	194210	200530	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_94	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576815.1	NZ_JAGKXR010000129.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	200507	203794	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_89	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576815.1	NZ_JAGKXR010000129.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	194174	200494	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_89	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576835.1	NZ_JAGKXP010000099.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41616	44903	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_92	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576835.1	NZ_JAGKXP010000099.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44916	51236	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_92	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576915.1	NZ_JAGKXV010000087.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41580	44867	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_83	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576915.1	NZ_JAGKXV010000087.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44880	51200	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_83	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576975.1	NZ_JAGKXX010000064.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	41616	44903	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_81	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020576975.1	NZ_JAGKXX010000064.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	44916	51236	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_81	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577015.1	NZ_JAGKXY010000067.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	12383	15670	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_80	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577015.1	NZ_JAGKXY010000067.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	15683	22003	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_80	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577065.1	NZ_JAGKYA010000088.1	WP_004178409.1	WP_229302988.1	573	DruH3	DruH3_00012	41594	44881	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_78	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577065.1	NZ_JAGKYA010000088.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44894	51214	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_78	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577075.1	NZ_JAGKXZ010000118.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41588	44875	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_79	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577075.1	NZ_JAGKXZ010000118.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44888	51208	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_79	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577105.1	NZ_JAGKYC010000127.1	WP_004178409.1	WP_229381718.1	573	DruH3	DruH3_00012	367546	370833	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_75	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577105.1	NZ_JAGKYC010000127.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	361213	367533	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_75	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577155.1	NZ_JAGKYE010000101.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	41666	44953	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_73	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577155.1	NZ_JAGKYE010000101.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	44966	51286	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_73	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577195.1	NZ_JAGKYG010000114.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41584	44871	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_71	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577195.1	NZ_JAGKYG010000114.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44884	51204	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_71	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577205.1	NZ_JAGKYH010000083.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	229367	232654	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_69	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577205.1	NZ_JAGKYH010000083.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	223034	229354	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_69	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577215.1	NZ_JAGKYF010000101.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	369578	372865	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_72	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577215.1	NZ_JAGKYF010000101.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	363245	369565	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_72	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577305.1	NZ_JAGKYJ010000172.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41592	44879	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_67	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577305.1	NZ_JAGKYJ010000172.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44892	51212	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_67	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577315.1	NZ_JAGKYN010000141.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41699	44986	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_63	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577315.1	NZ_JAGKYN010000141.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44999	51319	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_63	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577325.1	NZ_JAGKYK010000109.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	41597	44884	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_66	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577325.1	NZ_JAGKYK010000109.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	44897	51217	+	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_66	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577375.1	NZ_JAGKYL010000151.1	WP_004178409.1	WP_023283168.1	573	DruH3	DruH3_00012	185986	189273	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_65	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577375.1	NZ_JAGKYL010000151.1	WP_200119417.1	WP_023283167.1	573	DruE3	DruE3_00003	179653	185973	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_65	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577405.1	NZ_JAGKYP010000115.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	360996	364283	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_60	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577405.1	NZ_JAGKYP010000115.1	WP_200119417.1	WP_004178408.1	573	DruE3	DruE3_00003	354663	360983	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_60	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
GCF_020577585.1	NZ_JAGKYT010000057.1	WP_004178409.1	WP_004178409.1	573	DruH3	DruH3_00012	32398	35685	-	Klebsiella pneumoniae	strain=Kp_HUCA_Bac_54	Scaffold	enterobacteria	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	NA	2	NA	NA	NA
