Tree_representative	GenomeID	ContigID	ProteinID	gene_type	gene	start	end	strand	HMM_Annot_IDs	product_description	PlotLabel	fill	Cluster
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779219.1	CDS	NA	250826	253180	-	PF00082	IetS	IetS	ietAS	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779220.1	CDS	NA	253187	254182	-	PF00004	IetA	IetA	ietAS	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_249417594.1	CDS	NA	254269	254733	-	NA	hypothetical protein	hypothetical protein	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_249417595.1	CDS	NA	254787	255095	-	NA	hypothetical protein	hypothetical protein	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779221.1	CDS	NA	255603	256814	-	PF09397	DNA translocase FtsK	PF09397	plasmid	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779222.1	CDS	NA	257064	257294	-	NA	hypothetical protein	hypothetical protein	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779223.1	CDS	NA	257313	257867	-	NA	transporter	transporter	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_185779224.1	CDS	NA	258022	259026	-	PF00795	carbon-nitrogen hydrolase family protein	PF00795	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_249417596.1	CDS	NA	259284	259946	+	PF01564	spermidine synthase	PF01564	NA	6
WP_185779212.1	GCF_014237865.1	NZ_JACJUU010000003.1	WP_249417597.1	CDS	NA	260039	261235	-	NA	PepSY domain-containing protein	PepSY domain-containing protein	NA	6
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884355.1	CDS	trbC	61887	62639	+	PF09673;K12059;TIGR02742	Type-F conjugative transfer system pilin assembly protein	trbC	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884356.1	CDS	NA	62636	64369	+	PF06986	conjugal transfer protein TraN	PF06986	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982573.1	CDS	NA	64366	65196	+	K12057;PF13728;K12057;TIGR02739;COG0386	type-F conjugative transfer system pilin assembly protein TraF	PF13728	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884357.1	CDS	NA	65186	66634	+	K12072	conjugal transfer protein TraH	PF06122	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884358.1	CDS	NA	66647	69358	+	PF07916;TIGR03782	Bacteroides conjugative transposon TraJ protein	PF07916	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982574.1	CDS	NA	69359	69562	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884360.1	CDS	NA	69712	70071	+	PF01381	helix-turn-helix transcriptional regulator	PF01381	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884361.1	CDS	NA	70068	71366	+	PF07804;PF13657	type II toxin-antitoxin system HipA family toxin	PF07804;PF13657	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884362.1	CDS	dcm	71481	72713	+	PF00145;PF13560	MTase_II	MTase_II	VSPR	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884363.1	CDS	vsr	72706	73227	+	PF03852	Vsr	Vsr	VSPR	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884364.1	CDS	NA	73180	74739	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884365.1	CDS	NA	74807	75241	-	PF09217	EcoRII N-terminal effector-binding domain-containing protein	PF09217	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982576.1	CDS	NA	75241	77067	-	PF00176;PF00271	DEAD/DEAH box helicase	PF00176;PF00271	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982747.1	CDS	NA	77060	77221	-	PF01844	HNH endonuclease	PF01844	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982759.1	CDS	NA	77291	77506	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_066842340.1	CDS	NA	77510	78733	-	PF00872	IS256 family transposase	PF00872	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884367.1	CDS	NA	78699	79214	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884368.1	CDS	NA	79216	80853	-	PF13589	RM_Type_II__Type_II_REase06	RM_Type_II__Type_II_REase06	RM_Type_II	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884369.1	CDS	NA	80939	86905	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884370.1	CDS	NA	86892	90191	-	NA	DruH3	DruH3	druantia_type_III	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884371.1	CDS	NA	90192	91076	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884372.1	CDS	NA	91130	94942	-	PF00176;PF00271	ZorD1	ZorD1	zorya_type_I	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884373.1	CDS	NA	94936	96342	-	PF15611	ZorC1	ZorC1	zorya_type_I	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884374.1	CDS	NA	96339	97067	-	NA	ZorB1	ZorB1	zorya_type_I	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884375.1	CDS	zorA	97067	98992	-	NA	ZorA1	ZorA1	zorya_type_I	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884376.1	CDS	NA	99465	100100	+	PF00717	helix-turn-helix transcriptional regulator	PF00717	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_244982578.1	CDS	NA	100111	100668	-	PF13391	HNH endonuclease	PF13391	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_234036486.1	CDS	NA	100617	100868	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884377.1	CDS	mobF	101090	104014	-	PF08751;PF13604;PF18340	MobF family relaxase	mobF	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884378.1	CDS	NA	104074	106386	-	PF10412;COG3505;TIGR02759	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	PF10412	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_089217209.1	CDS	NA	106376	106708	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_185884369.1	GCF_014211955.1	NZ_CP060052.1	WP_185884379.1	CDS	NA	107417	108823	+	PF12623;PF13489	3' terminal RNA ribose 2'-O-methyltransferase Hen1	PF12623;PF13489	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_017182566.1	CDS	NA	1844917	1845255	+	PF04342	DMT family protein	PF04342	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201754.1	CDS	NA	1845321	1846466	-	PF00441;PF02770;PF02771	isovaleryl-CoA dehydrogenase	PF00441;PF02770;PF02771	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201757.1	CDS	NA	1846553	1847443	+	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_130754466.1	CDS	NA	1847530	1849977	+	PF00593;PF07715	TonB-dependent receptor	PF00593;PF07715	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201760.1	CDS	NA	1850567	1852375	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_130754196.1	CDS	tnpA	1852593	1852940	+	PF01527	IS66-like element accessory protein TnpA	tnpA	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_031286377.1	CDS	tnpB	1852937	1853278	+	PF05717	IS66 family insertion sequence element accessory protein TnpB	tnpB	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378786.1	CDS	tnpC	1853350	1855014	+	PF03050;PF13005;PF13007;PF13817	IS66 family transposase	tnpC	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_093022462.1	CDS	NA	1855032	1855277	+	K07039	hypothetical protein	hypothetical protein	plasmid	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201763.1	CDS	zorA	1855744	1857669	+	NA	ZorA1	ZorA1	zorya_type_I	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201766.1	CDS	NA	1857669	1858397	+	NA	ZorB1	ZorB1	zorya_type_I	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378787.1	CDS	NA	1858394	1859800	+	PF15611	ZorC1	ZorC1	zorya_type_I	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201769.1	CDS	NA	1859794	1863549	+	PF00176;PF00271	ZorD1	ZorD1	zorya_type_I	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201772.1	CDS	NA	1863659	1866955	+	NA	DruH3	DruH3	druantia_type_III	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378788.1	CDS	NA	1866945	1872908	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_130754965.1	CDS	NA	1873094	1873345	-	PF12728	helix-turn-helix domain-containing protein	PF12728	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_011950403.1	CDS	istB	1873721	1874449	-	PF01695	IS21-like element helper ATPase IstB	istB	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_041378971.1	CDS	istA	1874436	1875950	-	PF22483	IS21 family transposase	istA	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201778.1	CDS	NA	1876786	1877181	+	NA	polyketide cyclase	polyketide cyclase	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201781.1	CDS	NA	1877159	1878097	-	PF05168;PF18765	HEPN domain-containing protein	PF05168;PF18765	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_261370884.1	CDS	NA	1878168	1878299	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201781.1	CDS	NA	1878439	1879377	-	PF05168;PF18765	HEPN domain-containing protein	PF05168;PF18765	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378789.1	CDS	NA	1879448	1879651	-	PF08281	sigma factor-like helix-turn-helix DNA-binding protein	PF08281	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145204278.1	CDS	NA	1879638	1880375	-	PF08401;PF18818	ardc	ardc	Antidefense	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145204280.1	CDS	NA	1881327	1881496	-	PF08401	ArdC-like ssDNA-binding domain-containing protein	PF08401	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378790.1	CDS	NA	1881709	1881873	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201787.1	CDS	NA	1881916	1883739	-	PF02195	ParB/RepB/Spo0J family partition protein	PF02195	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201789.1	CDS	NA	1884178	1885074	+	PF13391	HNH endonuclease	PF13391	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201792.1	CDS	NA	1885130	1885330	+	PF19135	DUF5818 domain-containing protein	PF19135	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378791.1	CDS	NA	1885327	1885467	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201794.1	CDS	NA	1885622	1886098	+	PF05443	MucR family transcriptional regulator	PF05443	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_222422937.1	CDS	NA	1886364	1887551	+	PF02661	SoFic	SoFic	SoFic	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378792.1	CDS	NA	1888297	1889106	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_186378793.1	CDS	NA	1889103	1890905	+	PF01734;PF24392;PF24402	patatin-like phospholipase family protein	PF01734;PF24392;PF24402	NA	14
WP_186378788.1	GCF_007693735.1	NZ_VDBZ01000001.1	WP_145201800.1	CDS	istA	1891024	1892523	+	PF22483	IS21 family transposase	istA	NA	14
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408841.1	CDS	NA	28509	28646	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408842.1	CDS	thrC	28681	30168	-	PF00291;PF14821;PF24857	threonine synthase	thrC	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408843.1	CDS	NA	30273	30995	-	PF00990	GGDEF domain-containing protein	PF00990	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408844.1	CDS	NA	31131	32264	-	PF00115;TIGR02891;COG3213	Cytochrome C and Quinol oxidase polypeptide I	PF00115;TIGR02891;COG3213	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408845.1	CDS	NA	32343	32600	-	PF10006	DUF2249 domain-containing protein	PF10006	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408846.1	CDS	NA	32863	34422	+	PF00656;PF02493	caspase family protein	PF00656;PF02493	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408847.1	CDS	NA	34563	35747	+	PF00441;PF02770;PF02771	acyl-CoA dehydrogenase	PF00441;PF02770;PF02771	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408848.1	CDS	NA	35790	36236	-	PF09086;COG3245;K12263;TIGR04494	Cytochrome c5	PF13442	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	ACCAA_RS19130	tRNA	NA	36357	36433	+	NA	tRNA-Arg	tRNA	tRNA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408849.1	CDS	NA	37214	39838	+	PF04851	DEAD/DEAH box helicase family protein	PF04851	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408850.1	CDS	NA	39938	41149	+	PF02661	SoFic	SoFic	SoFic	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408851.1	CDS	NA	41295	44114	+	PF01555	site-specific DNA-methyltransferase	PF01555	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408852.1	CDS	NA	44186	45376	+	PF13191	ATP-binding protein	PF13191	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408853.1	CDS	NA	45383	47518	+	PF00580;PF13361	UvrD-helicase domain-containing protein	PF00580;PF13361	NA	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408854.1	CDS	NA	47591	51124	+	NA	DruH3	DruH3	druantia_type_III	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	WP_186408855.1	CDS	NA	51285	57338	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	9
WP_186408855.1	GCF_900089955.1	NZ_FLQX01000151.1	ACCAA_RS19170	CDS	NA	57450	58112	-	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862125.1	CDS	parC	121269	123584	-	PF00521;PF03989	DNA topoisomerase IV subunit A	parC	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862126.1	CDS	NA	123742	125733	-	PF00204;PF00986;PF01751;PF02518	DNA topoisomerase IV subunit B	PF00204;PF00986;PF01751;PF02518	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862127.1	CDS	NA	125868	126725	+	PF00072	PleD family two-component system response regulator	PF00072	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862128.1	CDS	NA	126782	127951	-	NA	VWA domain-containing protein	VWA domain-containing protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862129.1	CDS	NA	127957	128550	-	PF13302	GNAT family N-acetyltransferase	PF13302	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_176802397.1	CDS	rpsT	128818	129081	+	PF01649;COG0268;TIGR00029	Ribosomal protein S20	rpsT	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862130.1	CDS	NA	129215	129667	-	PF02643	DUF192 domain-containing protein	PF02643	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862131.1	CDS	NA	129770	129970	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862132.1	CDS	NA	130082	130645	-	PF00849	pseudouridine synthase	PF00849	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862133.1	CDS	icd	130827	132080	+	PF00180	NADP-dependent isocitrate dehydrogenase	icd	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862134.1	CDS	NA	132180	132797	-	PF00072;PF00196	response regulator transcription factor	PF00072;PF00196	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862135.1	CDS	NA	132797	134161	-	PF02518;PF07730;PF17200	cache domain-containing protein	PF02518;PF07730;PF17200	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_162021162.1	CDS	NA	134255	134458	-	PF00313	cold-shock protein	PF00313	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862136.1	CDS	clpS	134859	135167	+	PF02617	ATP-dependent Clp protease adapter ClpS	clpS	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862137.1	CDS	clpA	135164	137464	+	PF00004;PF02861;PF07724;PF10431;PF17871	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862138.1	CDS	NA	137513	137785	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862139.1	CDS	NA	137908	138060	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862140.1	CDS	NA	138251	138673	-	PF20172	DUF6538 domain-containing protein	PF20172	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862141.1	CDS	NA	138679	139440	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_329604343.1	CDS	NA	139634	140041	+	PF20597	collagen-binding domain-containing protein	PF20597	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862143.1	CDS	NA	140476	146724	-	PF00270;PF00271	DruE3	DruE3	druantia_type_III	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862144.1	CDS	NA	146721	150164	-	NA	DruH3	DruH3	druantia_type_III	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862145.1	CDS	NA	150300	150920	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_230419025.1	CDS	NA	150934	151551	-	NA	Specificity_I	Specificity_I	RM_type_I	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862147.1	CDS	NA	152133	153689	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_222610599.1	CDS	rmuC	153690	155813	-	PF02646;COG1322	DNA anti-recombination protein (rearrangement mutator) RmuC	rmuC	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_222610600.1	CDS	NA	155823	159224	-	PF00271;PF04313;PF04851;PF08463	REase_I	REase_I	RM_type_I	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862148.1	CDS	NA	159259	160824	-	PF00158;PF02954;PF06956	sigma-54-dependent Fis family transcriptional regulator	PF00158;PF02954;PF06956	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862672.1	CDS	NA	161093	161572	-	PF13701	transposase	PF13701	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862149.1	CDS	NA	161515	161799	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862150.1	CDS	NA	161847	162362	-	PF13701	transposase	PF13701	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	H8K27_RS05185	CDS	NA	162435	162689	+	NA	S16 family serine protease	S16 family serine protease	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_222610602.1	CDS	NA	163148	163357	+	PF06806;COG3311	Predicted DNA-binding transcriptional regulator AlpA	PF05930	phage	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862151.1	CDS	NA	163373	164380	+	PF04796	Plasmid encoded RepA protein	PF04796	NA	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862152.1	CDS	NA	164377	165447	+	NA	integrase	integrase	integrase	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_230418952.1	CDS	NA	165746	167323	+	PF00211;COG2114	PycC	PycC	pycsar_unknown	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862153.1	CDS	NA	167620	169014	+	PF00899	E1-E2	E1-E2	pycsar_other	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862153.1	CDS	NA	167620	169014	+	PF00899	E1-E2	E1-E2	cbass_other	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862154.1	CDS	NA	169011	169550	+	PF14464	JAB	JAB	cbass_other	9
WP_186862143.1	GCF_014284195.1	NZ_JACOGC010000002.1	WP_186862154.1	CDS	NA	169011	169550	+	PF14464	JAB	JAB	pycsar_other	9
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335495.1	CDS	NA	3075257	3076192	+	PF10686	DUF2493 domain-containing protein	PF10686	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187337185.1	CDS	NA	3076263	3076532	+	NA	hypothetical protein	hypothetical protein	plasmid	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063511266.1	CDS	NA	3076804	3077202	+	PF00436	single-stranded DNA-binding protein	PF00436	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063511267.1	CDS	NA	3077270	3077536	-	PF20031	DUF6437 family protein	PF20031	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335496.1	CDS	NA	3077883	3078104	+	NA	hypothetical protein	hypothetical protein	plasmid	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063511268.1	CDS	NA	3078833	3079165	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063512747.1	CDS	NA	3079155	3081539	+	PF10412;COG3505;TIGR02759	Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase	PF10412	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335497.1	CDS	mobF	3081599	3084523	+	PF08751;PF13604;PF18340	MobF family relaxase	mobF	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063512035.1	CDS	NA	3084596	3085504	+	PF13391	HNH endonuclease	PF13391	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063512036.1	CDS	NA	3085515	3086150	-	PF00717	S24 family peptidase	PF00717	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063512746.1	CDS	zorA	3086624	3088549	+	NA	ZorA1	ZorA1	zorya_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_094062440.1	CDS	NA	3088549	3089277	+	NA	ZorB1	ZorB1	zorya_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335498.1	CDS	NA	3089274	3090680	+	PF15611	ZorC1	ZorC1	zorya_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335499.1	CDS	NA	3090674	3094489	+	PF00176;PF00271	ZorD1	ZorD1	zorya_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_063511762.1	CDS	NA	3094600	3097899	+	NA	DruH3	DruH3	druantia_type_III	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335500.1	CDS	NA	3097886	3103843	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335501.1	CDS	NA	3103907	3105469	+	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335502.1	CDS	NA	3105469	3106767	+	PF01420	Specificity_I	Specificity_I	RM_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335503.1	CDS	NA	3106764	3107156	+	NA	hypothetical protein	hypothetical protein	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335504.1	CDS	NA	3107177	3108940	+	PF03235	DUF262 domain-containing protein	PF03235	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335505.1	CDS	NA	3108940	3112146	+	PF04313;PF11867;PF18766;PF22679	REase_I	REase_I	RM_type_I	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335506.1	CDS	NA	3112185	3112799	-	NA	hypothetical protein	hypothetical protein	NA	14
WP_187335500.1	GCF_014334095.1	NZ_CP060495.1	WP_187335507.1	CDS	NA	3112812	3113522	-	PF14281	PD-(D/E)XK nuclease superfamily	PF14281	NA	14
